func,func_intent_summary,security_intent_summary
"def date(self):
        """""" Returns the creation date stored in the las file

        Returns
        -------
        datetime.date

        """"""
        try:
            return datetime.date(self.creation_year, 1, 1) + datetime.timedelta(
                self.creation_day_of_year - 1
            )
        except ValueError:
            return None","Returns the creation date stored in the las file

        Returns
        -------
        datetime.date",
"def date(self, date):
        """""" Returns the date of file creation as a python date object
        """"""
        self.creation_year = date.year
        self.creation_day_of_year = date.timetuple().tm_yday",Returns the date of file creation as a python date object,
"def mins(self):
        """""" Returns de minimum values of x, y, z as a numpy array
        """"""
        return np.array([self.x_min, self.y_min, self.z_min])","Returns de minimum values of x, y, z as a numpy array",
"def mins(self, value):
        """""" Sets de minimum values of x, y, z as a numpy array
        """"""
        self.x_min, self.y_min, self.z_min = value","Sets de minimum values of x, y, z as a numpy array",
"def maxs(self):
        """""" Returns de maximum values of x, y, z as a numpy array
        """"""
        return np.array([self.x_max, self.y_max, self.z_max])","Returns de maximum values of x, y, z as a numpy array",
"def maxs(self, value):
        """""" Sets de maximum values of x, y, z as a numpy array
        """"""
        self.x_max, self.y_max, self.z_max = value","Sets de maximum values of x, y, z as a numpy array",
"def scales(self):
        """""" Returns the scaling values of x, y, z as a numpy array
        """"""
        return np.array([self.x_scale, self.y_scale, self.z_scale])","Returns the scaling values of x, y, z as a numpy array",
"def offsets(self):
        """""" Returns the offsets values of x, y, z as a numpy array
        """"""
        return np.array([self.x_offset, self.y_offset, self.z_offset])","Returns the offsets values of x, y, z as a numpy array",
"def dtype(self):
        """""" Returns the numpy.dtype used to store the point records in a numpy array

        .. note::

            The dtype corresponds to the dtype with sub_fields *packed* into their
            composed fields

        """"""
        dtype = self._access_dict(dims.ALL_POINT_FORMATS_DTYPE, self.id)
        dtype = self._dtype_add_extra_dims(dtype)
        return dtype","Returns the numpy.dtype used to store the point records in a numpy array

        .. note::

            The dtype corresponds to the dtype with sub_fields *packed* into their
            composed fields",
"def unpacked_dtype(self):
        """""" Returns the numpy.dtype used to store the point records in a numpy array

        .. note::

            The dtype corresponds to the dtype with sub_fields *unpacked*

        """"""
        dtype = self._access_dict(dims.UNPACKED_POINT_FORMATS_DTYPES, self.id)
        dtype = self._dtype_add_extra_dims(dtype)
        return dtype","Returns the numpy.dtype used to store the point records in a numpy array

        .. note::

            The dtype corresponds to the dtype with sub_fields *unpacked*",
"def num_extra_bytes(self):
        """""" Returns the number of extra bytes
        """"""
        return sum(np.dtype(extra_dim[1]).itemsize for extra_dim in self.extra_dims)",Returns the number of extra bytes,
"def has_waveform_packet(self):
        """""" Returns True if the point format has waveform packet dimensions
        """"""
        dimensions = set(self.dimension_names)
        return all(name in dimensions for name in dims.WAVEFORM_FIELDS_NAMES)",Returns True if the point format has waveform packet dimensions,
"def main(port, ip, command, loglevel):
    """"""Console script for satel_integra.""""""
    numeric_level = getattr(logging, loglevel.upper(), None)
    if not isinstance(numeric_level, int):
        raise ValueError('Invalid log level: %s' % loglevel)
        
    logging.basicConfig(level=numeric_level)

    click.echo(""Demo of satel_integra library"")
    if command == ""demo"":
        demo(ip, port)",Console script for satel_integra.,
"def checksum(command):
    """"""Function to calculate checksum as per Satel manual.""""""
    crc = 0x147A
    for b in command:
        # rotate (crc 1 bit left)
        crc = ((crc << 1) & 0xFFFF) | (crc & 0x8000) >> 15
        crc = crc ^ 0xFFFF
        crc = (crc + (crc >> 8) + b) & 0xFFFF
    return crc",Function to calculate checksum as per Satel manual.,
"def print_hex(data):
    """"""Debugging method to print out frames in hex.""""""
    hex_msg = """"
    for c in data:
        hex_msg += ""\\x"" + format(c, ""02x"")
    _LOGGER.debug(hex_msg)",Debugging method to print out frames in hex.,
"def generate_query(command):
    """"""Add header, checksum and footer to command data.""""""
    data = bytearray(command)
    c = checksum(data)
    data.append(c >> 8)
    data.append(c & 0xFF)
    data.replace(b'\xFE', b'\xFE\xF0')

    data = bytearray.fromhex(""FEFE"") + data + bytearray.fromhex(""FE0D"")
    return data","Add header, checksum and footer to command data.",
"async def disarm(self, code, partition_list):
        """"""Send command to disarm.""""""
        _LOGGER.info(""Sending disarm command."")
        while len(code) < 16:
            code += 'F'

        code_bytes = bytearray.fromhex(code)

        data = generate_query(b'\x84' + code_bytes
                              + partition_bytes(partition_list))

        await self._send_data(data)",Send command to disarm.,
"def close(self):
        """"""Stop monitoring and close connection.""""""
        _LOGGER.debug(""Closing..."")
        self.closed = True
        if self.connected:
            self._writer.close()",Stop monitoring and close connection.,
"def purge_db(self):
        """"""
        Clear all matching our user_id.
        """"""
        with self.engine.begin() as db:
            purge_user(db, self.user_id)",Clear all matching our user_id.,
"def _save_file(self, db, model, path):
        """"""
        Save a non-notebook file.
        """"""
        save_file(
            db,
            self.user_id,
            path,
            to_b64(model['content'], model.get('format', None)),
            self.crypto.encrypt,
            self.max_file_size_bytes,
        )
        return None",Save a non-notebook file.,
"def delete_file(self, path):
        """"""
        Delete object corresponding to path.
        """"""
        if self.file_exists(path):
            self._delete_non_directory(path)
        elif self.dir_exists(path):
            self._delete_directory(path)
        else:
            self.no_such_entity(path)",Delete object corresponding to path.,
"def ensure_db_user(db, user_id):
    """"""
    Add a new user if they don't already exist.
    """"""
    with ignore_unique_violation():
        db.execute(
            users.insert().values(id=user_id),
        )",Add a new user if they don't already exist.,
